410	359.55	46.8862	359.55
411	359.32	44.6321	359.32
412	356.85	44.9141	356.85
413	354.91	47.3408	354.91
414	352.93	47.6066	352.93
415	353.31	40.1978	353.31
416	354.27	48.5696	354.27
417	355.53	51.5021	355.53
418	356.86	45.2602	356.86
419	357.27	40.8875	357.27
420	358.36	48.6122	358.36
421	359.27	47.1246	359.27
422	360.19	44.0825	360.19
423	359.52	45.5388	359.52
424	357.42	46.0593	357.42
425	355.46	51.2968	355.46
426	354.1	45.9031	354.1
427	354.12	40.0821	354.12
428	355.4	43.6354	355.4
429	356.84	45.6476	356.84
430	358.22	51.9653	358.22
431	358.98	41.5086	358.98
432	359.91	52.8356	359.91
433	361.32	49.2311	361.32
434	361.68	50.4916	361.68
435	360.8	45.1865	360.8
436	359.39	37.9318	359.39
437	357.42	50.3079	357.42
438	355.63	52.626	355.63
439	356.09	43.6211	356.09
440	357.56	53.8524	357.56
441	358.87	64.9461	358.87
442	359.87	44.5612	359.87
443	360.79	44.1337	360.79
444	361.77	42.9068	361.77
445	363.23	50.002	363.23
446	363.77	48.9288	363.77
447	363.22	43.8864	363.22
448	361.7	55.7187	361.7
449	359.11	50.9248	359.11
450	358.11	52.9928	358.11
451	357.97	41.7295	357.97
452	359.4	51.8507	359.4
453	360.61	48.3727	360.61
454	362.04	49.6364	362.04
455	363.17	49.3344	363.17
456	364.17	47.9607	364.17
457	364.51	51.3559	364.51
458	365.16	51.7913	365.16
459	364.93	49.6222	364.93
460	363.53	52.1847	363.53
461	361.38	52.0211	361.38
462	359.6	51.498	359.6
463	359.54	48.8926	359.54
464	360.84	54.1977	360.84
465	362.18	51.5969	362.18
466	363.04	48.0437	363.04
467	364.09	47.8999	364.09
468	364.47	52.9148	364.47
469	366.25	54.8873	366.25
470	366.69	52.8906	366.69
471	365.59	59.9058	365.59
472	364.34	51.5141	364.34
473	362.2	50.299	362.2
474	360.31	48.2535	360.31
475	360.71	54.5777	360.71
476	362.44	58.4121	362.44
477	364.33	57.9559	364.33
478	365.18	55.8012	365.18
479	365.98	56.3703	365.98
